1048576, 1044332.210000, 257086.312127
2097152, 1541616.330000, 59987.224116
4194304, 2693522.230000, 104976.590405
8388608, 5055185.830000, 126177.252508
16777216, 9253975.030000, 238583.902515
33554432, 18484709.810000, 533858.653430
67108864, 35434590.300000, 726062.085615
134217728, 72315255.560000, 2030334.364357
268435456, 142029061.830000, 3243337.625349
536870912, 747811117.800000, 5410272.890668
