1048576, 6333161.930000, 457321.591628
2097152, 6536361.260000, 334733.398354
4194304, 7840264.270000, 280738.501513
8388608, 10522017.450000, 303386.118407
16777216, 14935765.510000, 970566.457412
33554432, 24441283.350000, 1501653.095183
67108864, 42511421.590000, 1401191.582539
134217728, 77057201.360000, 2684220.293579
268435456, 147903239.320000, 4744786.687490
536870912, 358904264.820000, 135464336.865929
