Container_size, 67108864,key_space, 296068request bin, mean_latency,sd,
 0, 0.391090, 0.014542,
 1, 0.391600, 0.015299,
 2, 0.391980, 0.014181,
 3, 0.392140, 0.014520,
 4, 0.391530, 0.013970,
 5, 0.392500, 0.014505,
 6, 0.391620, 0.014646,
 7, 0.391050, 0.013749,
 8, 0.391560, 0.014660,
 9, 0.392160, 0.014216,
 10, 0.391610, 0.014511,
 11, 0.392180, 0.015213,
 12, 0.391900, 0.014203,
 13, 0.391860, 0.015157,
 14, 0.392080, 0.015618,
 15, 0.391840, 0.016378,
 16, 0.392530, 0.018005,
 17, 0.392740, 0.017417,
 18, 0.392340, 0.019715,
 19, 0.392470, 0.020035,
 20, 0.392830, 0.018620,
 21, 0.392300, 0.020455,
 22, 0.392570, 0.017689,
 23, 0.392750, 0.017710,
 24, 0.392130, 0.017430,
 25, 0.392240, 0.017015,
 26, 0.392150, 0.017510,
 27, 0.392390, 0.017089,
 28, 0.392220, 0.017048,
 29, 0.391950, 0.016757,
 30, 0.392510, 0.016256,
 31, 0.391710, 0.017106,
 32, 0.391750, 0.016173,
 33, 0.392820, 0.017194,
 34, 0.391500, 0.015999,
 35, 0.391640, 0.016132,
 36, 0.392880, 0.016938,
 37, 0.391590, 0.015511,
 38, 0.391920, 0.016044,
 39, 0.392170, 0.016108,
 40, 0.392640, 0.015827,
 41, 0.392270, 0.016733,
 42, 0.392410, 0.015388,
 43, 0.391460, 0.015755,
 44, 0.392540, 0.015725,
 45, 0.391530, 0.015118,
 46, 0.391830, 0.016105,
 47, 0.391950, 0.015869,
 48, 0.391090, 0.015844,
 49, 0.391980, 0.015394,
 50, 0.391780, 0.015373,
 51, 0.391730, 0.015938,
 52, 0.392260, 0.015109,
 53, 0.391940, 0.015239,
 54, 0.391970, 0.015803,
 55, 0.391360, 0.013989,
 56, 0.391520, 0.016147,
 57, 0.391540, 0.014802,
 58, 0.391970, 0.015288,
 59, 0.392050, 0.015564,
 60, 0.391010, 0.014789,
 61, 0.391360, 0.015252,
 62, 0.391520, 0.014988,
 63, 0.392290, 0.014802,
 64, 0.391520, 0.015218,
 65, 0.392850, 0.014043,
 66, 0.391350, 0.015373,
 67, 0.391270, 0.014546,
 68, 0.391160, 0.015237,
 69, 0.391020, 0.015490,
 70, 0.392020, 0.014489,
 71, 0.391380, 0.015559,
 72, 0.391330, 0.014545,
 73, 0.391580, 0.014722,
 74, 0.391580, 0.015039,
 75, 0.391680, 0.013878,
 76, 0.391310, 0.015259,
 77, 0.391590, 0.014365,
 78, 0.391240, 0.015074,
 79, 0.391570, 0.015398,
 80, 0.391560, 0.013724,
 81, 0.391060, 0.015272,
 82, 0.391810, 0.014262,
 83, 0.391310, 0.014607,
 84, 0.391190, 0.015031,
 85, 0.391180, 0.014118,
 86, 0.391440, 0.014931,
 87, 0.391380, 0.013847,
 88, 0.391350, 0.015113,
 89, 0.391710, 0.015334,
 90, 0.391860, 0.013966,
 91, 0.391530, 0.014962,
 92, 0.391470, 0.014246,
 93, 0.391420, 0.015070,
 94, 0.391920, 0.014856,
 95, 0.391260, 0.014171,
 96, 0.391360, 0.015033,
 97, 0.391530, 0.014945,
 98, 0.391020, 0.014584,
 99, 0.391730, 0.014996,
 100, 0.391180, 0.013948,
 101, 0.391450, 0.015306,
 102, 0.391580, 0.015690,
 103, 0.391840, 0.014693,
 104, 0.391440, 0.014956,
 105, 0.391570, 0.013599,
 106, 0.391420, 0.014961,
 107, 0.391480, 0.014370,
 108, 0.391430, 0.014939,
 109, 0.391720, 0.015092,
 110, 0.391390, 0.014236,
 111, 0.391550, 0.014319,
 112, 0.391740, 0.014224,
 113, 0.391020, 0.014285,
 114, 0.391330, 0.014904,
 115, 0.392110, 0.013809,
 116, 0.391170, 0.015277,
 117, 0.391080, 0.013935,
 118, 0.391460, 0.014301,
 119, 0.391110, 0.014798,
 120, 0.391180, 0.014286,
 121, 0.391650, 0.014584,
 122, 0.391280, 0.013956,
 123, 0.391340, 0.014395,
 124, 0.391260, 0.015153,
 125, 0.391420, 0.014115,
 126, 0.390920, 0.014600,
 127, 0.391330, 0.014158,
 128, 0.390830, 0.014473,
 129, 0.392190, 0.014809,
 130, 0.391290, 0.013936,
 131, 0.391620, 0.014152,
 132, 0.391430, 0.014560,
 133, 0.391660, 0.014753,
 134, 0.390900, 0.015779,
 135, 0.391800, 0.014470,
 136, 0.391540, 0.014561,
 137, 0.391530, 0.014197,
 138, 0.391650, 0.014528,
 139, 0.390760, 0.015283,
 140, 0.391640, 0.013868,
 141, 0.391760, 0.014979,
 142, 0.391120, 0.013900,
 143, 0.391480, 0.014701,
 144, 0.391260, 0.014710,
 145, 0.391770, 0.013623,
 146, 0.391410, 0.014810,
 147, 0.391210, 0.015254,
 148, 0.391360, 0.014578,
 149, 0.391430, 0.014439,
 150, 0.391390, 0.014011,
 151, 0.391160, 0.014894,
 152, 0.390560, 0.014012,
 153, 0.390950, 0.014815,
 154, 0.391230, 0.014923,
 155, 0.391270, 0.013734,
 156, 0.391430, 0.014738,
 157, 0.391520, 0.013901,
 158, 0.391480, 0.014722,
 159, 0.391080, 0.015119,
 160, 0.392120, 0.013434,
 161, 0.391050, 0.014843,
 162, 0.390910, 0.015548,
 163, 0.391360, 0.015026,
 164, 0.391500, 0.014716,
 165, 0.391290, 0.013461,
