Container_size, 16777216,key_space, 74017
request bin, mean_latency, sd
0, 23.934630, 1.598374
1, 2.876700, 1.146416
2, 1.241480, 0.736675
3, 0.758970, 0.368906
4, 0.487340, 0.185911
5, 0.453050, 0.094708
6, 0.448890, 0.088512
7, 0.441990, 0.055663
8, 0.437730, 0.030604
9, 0.432690, 0.007981
10, 0.429840, 0.007103
11, 0.428560, 0.008317
12, 0.426010, 0.007441
13, 0.424820, 0.007512
14, 0.423640, 0.006596
15, 0.420050, 0.006074
16, 0.420350, 0.006715
17, 0.418760, 0.006808
18, 0.417990, 0.006801
19, 0.417270, 0.007191
20, 0.415100, 0.005919
21, 0.412470, 0.006426
22, 0.410310, 0.006180
23, 0.409050, 0.006274
24, 0.407230, 0.006892
25, 0.405320, 0.005986
26, 0.404350, 0.006670
27, 0.402710, 0.005862
28, 0.401730, 0.006425
29, 0.400470, 0.006985
30, 0.398560, 0.006082
31, 0.398030, 0.006390
32, 0.396870, 0.006322
33, 0.396480, 0.006336
34, 0.394710, 0.006558
35, 0.393600, 0.006623
36, 0.393470, 0.007434
37, 0.391910, 0.006847
38, 0.390770, 0.006974
39, 0.390450, 0.007096
40, 0.389610, 0.006266
41, 0.388560, 0.006483
42, 0.387340, 0.006249
43, 0.385380, 0.006140
44, 0.384380, 0.007189
45, 0.382440, 0.006001
46, 0.382720, 0.007150
47, 0.381350, 0.006372
48, 0.380050, 0.006234
49, 0.379540, 0.007065
50, 0.378640, 0.006032
51, 0.378060, 0.006699
52, 0.377160, 0.006906
53, 0.376350, 0.007169
54, 0.376850, 0.007709
55, 0.375090, 0.006510
56, 0.375250, 0.007324
57, 0.374320, 0.007501
58, 0.373370, 0.006706
59, 0.372970, 0.007386
60, 0.371730, 0.006343
61, 0.372170, 0.007196
62, 0.371620, 0.006468
63, 0.370410, 0.007210
64, 0.370470, 0.007142
65, 0.370340, 0.006323
66, 0.368580, 0.006760
67, 0.367920, 0.006773
68, 0.367280, 0.007805
69, 0.366760, 0.007798
70, 0.366290, 0.006353
71, 0.365050, 0.006885
72, 0.365200, 0.006907
73, 0.364400, 0.007503
74, 0.364850, 0.006949
75, 0.363940, 0.006797
76, 0.363350, 0.007057
77, 0.363140, 0.007125
78, 0.362170, 0.006859
79, 0.362650, 0.007125
80, 0.361610, 0.006589
81, 0.360660, 0.006819
82, 0.361700, 0.007202
83, 0.360700, 0.007201
84, 0.360620, 0.007059
85, 0.360780, 0.006492
86, 0.359700, 0.006984
87, 0.359940, 0.006660
88, 0.359200, 0.006699
89, 0.359070, 0.007086
90, 0.358450, 0.006778
91, 0.357580, 0.007119
92, 0.357330, 0.006800
93, 0.356390, 0.007591
94, 0.355260, 0.008171
95, 0.353640, 0.007928
96, 0.352690, 0.009443
97, 0.351620, 0.009291
98, 0.350810, 0.010937
99, 0.349200, 0.010821
100, 0.348550, 0.010527
101, 0.347100, 0.011772
102, 0.346760, 0.010792
103, 0.346190, 0.011851
104, 0.345270, 0.011669
105, 0.344140, 0.011384
106, 0.342720, 0.012855
107, 0.342370, 0.011159
108, 0.340540, 0.011985
109, 0.338310, 0.011818
110, 0.338320, 0.010834
111, 0.336770, 0.011563
112, 0.335750, 0.009704
113, 0.334510, 0.010605
114, 0.332640, 0.009602
115, 0.332220, 0.008148
116, 0.331550, 0.008959
117, 0.331280, 0.007485
118, 0.331030, 0.008750
119, 0.330310, 0.008527
120, 0.330860, 0.008042
121, 0.330260, 0.008863
122, 0.330370, 0.007712
123, 0.329630, 0.008607
124, 0.329250, 0.008406
125, 0.329370, 0.007459
126, 0.329100, 0.008605
127, 0.328560, 0.007275
128, 0.328860, 0.008553
129, 0.328700, 0.008414
130, 0.328620, 0.007532
131, 0.328200, 0.008379
132, 0.328250, 0.007665
133, 0.327960, 0.008503
134, 0.327980, 0.008665
135, 0.327490, 0.007507
136, 0.327430, 0.008544
137, 0.327290, 0.007565
138, 0.327280, 0.008476
139, 0.326850, 0.008301
140, 0.326930, 0.007497
141, 0.327220, 0.008282
142, 0.326610, 0.007447
143, 0.326820, 0.008178
144, 0.326680, 0.008407
145, 0.326510, 0.007517
146, 0.326740, 0.008454
147, 0.325880, 0.007534
148, 0.326150, 0.007979
149, 0.326110, 0.008384
150, 0.325940, 0.007630
151, 0.326060, 0.008089
152, 0.325370, 0.007425
153, 0.325830, 0.007844
154, 0.325420, 0.008536
155, 0.325680, 0.007359
156, 0.325490, 0.007971
157, 0.325290, 0.007653
158, 0.325640, 0.008432
159, 0.325580, 0.008637
160, 0.325150, 0.007645
161, 0.325330, 0.008096
162, 0.324800, 0.007559
163, 0.325150, 0.008351
164, 0.324970, 0.008196
165, 0.325040, 0.007595
166, 0.325370, 0.008519
167, 0.324470, 0.007873
168, 0.325020, 0.008415
169, 0.324950, 0.008219
170, 0.324660, 0.007555
171, 0.325020, 0.008540
172, 0.324430, 0.007628
173, 0.324780, 0.008419
174, 0.324620, 0.008547
175, 0.324430, 0.007764
176, 0.324470, 0.008194
177, 0.324190, 0.007460
178, 0.324570, 0.008268
179, 0.324450, 0.008318
180, 0.323970, 0.007693
181, 0.324420, 0.008222
182, 0.324460, 0.008518
183, 0.324610, 0.008508
184, 0.324570, 0.008507
185, 0.323550, 0.007618
186, 0.324420, 0.008403
187, 0.323930, 0.007411
188, 0.323960, 0.008291
189, 0.324160, 0.008142
190, 0.324180, 0.008416
191, 0.324310, 0.008200
192, 0.323740, 0.007570
193, 0.323930, 0.008422
194, 0.324400, 0.008478
195, 0.323540, 0.007752
196, 0.324320, 0.008577
197, 0.323900, 0.007488
198, 0.323650, 0.008264
199, 0.324010, 0.008270
200, 0.323260, 0.007513
201, 0.323950, 0.008334
202, 0.323600, 0.007486
203, 0.323910, 0.008572
204, 0.323820, 0.008186
205, 0.323530, 0.008004
206, 0.324090, 0.008371
207, 0.323560, 0.008198
208, 0.323690, 0.007486
209, 0.323800, 0.008244
210, 0.323350, 0.007667
211, 0.323800, 0.008317
212, 0.323680, 0.007922
213, 0.323270, 0.007937
214, 0.323690, 0.008239
215, 0.323350, 0.007909
216, 0.323850, 0.008402
217, 0.323540, 0.008214
218, 0.323300, 0.007512
219, 0.323710, 0.008271
220, 0.323380, 0.007568
221, 0.323690, 0.008047
222, 0.323640, 0.008077
223, 0.323160, 0.007699
224, 0.323670, 0.008151
225, 0.323180, 0.007882
226, 0.323600, 0.007923
227, 0.323690, 0.008438
228, 0.322940, 0.007396
229, 0.323580, 0.008108
230, 0.323140, 0.007629
231, 0.323620, 0.008056
232, 0.323650, 0.008071
233, 0.323210, 0.007781
234, 0.323460, 0.008083
235, 0.323170, 0.007550
236, 0.323580, 0.008481
237, 0.323330, 0.008009
238, 0.322900, 0.007545
239, 0.323710, 0.008124
240, 0.323320, 0.007413
241, 0.323380, 0.008081
242, 0.323490, 0.008287
243, 0.323150, 0.007938
244, 0.323670, 0.008210
245, 0.323600, 0.007519
246, 0.323170, 0.008209
247, 0.323320, 0.008146
248, 0.323110, 0.007389
249, 0.323410, 0.008090
250, 0.323430, 0.007600
251, 0.323110, 0.008465
252, 0.323580, 0.008296
253, 0.323140, 0.007879
254, 0.323420, 0.008255
255, 0.323590, 0.007475
256, 0.323180, 0.008399
257, 0.324090, 0.008319
258, 0.323070, 0.007549
259, 0.323360, 0.007803
260, 0.323210, 0.007238
261, 0.322900, 0.008314
262, 0.323460, 0.008134
263, 0.322880, 0.007506
264, 0.323770, 0.008431
265, 0.323430, 0.007737
266, 0.322970, 0.008448
267, 0.323390, 0.008673
268, 0.323430, 0.007704
269, 0.323340, 0.008356
270, 0.323300, 0.007564
271, 0.323110, 0.008031
272, 0.323390, 0.008234
273, 0.323620, 0.007476
274, 0.322890, 0.008222
275, 0.323280, 0.007489
276, 0.323170, 0.008324
277, 0.323640, 0.008289
278, 0.323210, 0.007413
279, 0.322810, 0.008498
280, 0.323550, 0.007561
281, 0.322960, 0.008144
282, 0.323850, 0.007736
283, 0.323210, 0.007327
284, 0.322760, 0.008345
285, 0.323390, 0.007419
286, 0.322930, 0.008063
287, 0.323580, 0.008208
288, 0.323060, 0.007339
289, 0.323110, 0.008464
290, 0.323250, 0.007260
291, 0.323000, 0.008109
292, 0.323270, 0.008026
293, 0.323380, 0.007536
294, 0.322990, 0.007935
295, 0.323420, 0.007256
296, 0.322970, 0.008168
297, 0.323380, 0.008466
298, 0.323310, 0.007502
299, 0.322900, 0.008186
300, 0.323210, 0.007582
301, 0.323420, 0.008175
302, 0.323030, 0.007834
303, 0.323180, 0.007372
304, 0.322700, 0.008252
305, 0.323470, 0.007369
306, 0.323430, 0.008135
307, 0.323130, 0.008318
308, 0.323310, 0.007794
309, 0.322750, 0.007960
310, 0.323480, 0.007544
311, 0.323160, 0.008242
312, 0.322870, 0.008163
313, 0.323370, 0.007363
314, 0.323260, 0.008670
315, 0.323350, 0.007256
316, 0.323090, 0.008215
317, 0.322840, 0.007976
318, 0.323390, 0.007659
319, 0.323250, 0.008083
320, 0.323210, 0.007228
321, 0.323050, 0.008075
322, 0.323120, 0.008060
323, 0.323350, 0.007417
324, 0.323240, 0.008104
325, 0.322970, 0.007322
326, 0.323460, 0.008188
327, 0.322890, 0.008449
328, 0.323380, 0.007498
329, 0.323080, 0.008110
330, 0.323250, 0.007421
331, 0.323210, 0.008339
332, 0.322950, 0.008171
333, 0.323200, 0.007160
334, 0.323100, 0.008042
335, 0.323060, 0.007322
336, 0.323210, 0.008151
337, 0.322850, 0.008022
338, 0.323300, 0.007230
339, 0.323350, 0.008384
340, 0.322930, 0.007147
341, 0.323350, 0.008177
342, 0.323180, 0.008180
343, 0.323020, 0.007351
344, 0.323640, 0.008224
345, 0.322950, 0.007570
346, 0.323290, 0.008220
347, 0.322890, 0.008068
348, 0.323060, 0.007374
349, 0.323570, 0.008796
350, 0.322990, 0.007471
351, 0.323320, 0.007737
352, 0.323020, 0.008085
353, 0.323180, 0.007228
354, 0.323340, 0.008215
355, 0.323120, 0.007615
356, 0.323120, 0.007891
357, 0.323160, 0.008089
358, 0.323160, 0.007420
359, 0.323300, 0.008043
360, 0.323050, 0.007460
361, 0.323040, 0.007970
362, 0.323030, 0.007901
363, 0.323340, 0.007480
364, 0.323290, 0.007954
365, 0.322730, 0.007396
366, 0.323140, 0.007918
367, 0.323550, 0.008102
368, 0.323030, 0.007453
369, 0.323590, 0.008226
370, 0.322700, 0.007778
371, 0.323390, 0.008190
372, 0.323260, 0.008229
373, 0.323050, 0.007415
374, 0.323240, 0.008425
375, 0.322890, 0.007760
376, 0.323410, 0.008152
377, 0.323140, 0.008205
378, 0.323070, 0.007387
379, 0.323180, 0.007869
380, 0.322970, 0.007812
381, 0.323620, 0.008236
382, 0.323260, 0.008057
383, 0.322820, 0.007180
384, 0.323270, 0.008167
385, 0.322980, 0.007308
386, 0.323190, 0.007798
387, 0.323330, 0.008430
388, 0.322960, 0.007385
389, 0.323350, 0.008101
390, 0.322920, 0.007589
391, 0.323180, 0.008111
392, 0.323620, 0.007862
393, 0.322600, 0.007362
394, 0.323840, 0.008545
395, 0.322840, 0.007321
396, 0.323280, 0.008195
397, 0.323350, 0.008232
398, 0.322650, 0.007750
399, 0.323500, 0.007830
400, 0.323190, 0.007602
401, 0.323160, 0.008306
402, 0.323260, 0.008229
403, 0.322630, 0.007536
404, 0.323760, 0.008212
405, 0.322930, 0.007100
406, 0.323250, 0.008085
407, 0.323280, 0.008095
408, 0.322830, 0.007338
409, 0.323370, 0.008068
410, 0.323230, 0.008327
411, 0.322940, 0.007806
412, 0.323950, 0.009196
413, 0.323030, 0.007525
414, 0.323680, 0.008540
415, 0.323250, 0.008090
416, 0.323010, 0.007422
417, 0.323280, 0.008025
418, 0.323020, 0.007254
419, 0.323340, 0.008100
420, 0.323000, 0.008179
421, 0.323030, 0.007861
422, 0.323200, 0.008663
423, 0.322900, 0.007815
424, 0.323230, 0.007839
425, 0.323600, 0.008260
426, 0.322890, 0.007439
427, 0.323340, 0.008192
428, 0.322730, 0.007695
429, 0.323610, 0.008021
430, 0.323410, 0.008082
431, 0.323040, 0.007884
432, 0.323350, 0.008535
433, 0.323110, 0.007592
434, 0.323410, 0.008250
435, 0.323160, 0.008323
436, 0.322770, 0.007604
437, 0.323440, 0.008302
438, 0.323000, 0.007501
439, 0.323370, 0.008071
440, 0.323230, 0.008072
441, 0.322900, 0.007413
442, 0.323500, 0.008496
443, 0.323380, 0.007610
444, 0.323030, 0.008390
445, 0.323190, 0.008490
446, 0.322840, 0.007428
447, 0.323410, 0.008221
448, 0.323200, 0.007530
449, 0.323040, 0.008508
450, 0.323210, 0.008206
451, 0.322880, 0.007562
452, 0.323340, 0.008274
453, 0.323270, 0.007539
454, 0.322970, 0.008171
455, 0.323390, 0.008157
456, 0.323050, 0.007776
457, 0.323240, 0.008401
458, 0.323490, 0.007473
459, 0.322890, 0.008136
460, 0.323580, 0.008946
461, 0.322840, 0.007468
462, 0.323600, 0.008426
463, 0.323060, 0.007579
464, 0.322950, 0.008288
465, 0.323330, 0.008328
