Container_size, 268435456,key_space, 1184274
request bin, mean_latency, sd
0, 74.630060, 4.027258
1, 55.885190, 3.060623
2, 42.465250, 2.374061
3, 34.634660, 1.857740
4, 28.562600, 1.795748
5, 22.999030, 1.553435
6, 18.757400, 1.503007
7, 15.480960, 1.527403
8, 13.353020, 1.578619
9, 12.112460, 1.544261
10, 11.372790, 1.478793
11, 10.555040, 1.506575
12, 9.669150, 1.366668
13, 9.083260, 1.325803
14, 8.554290, 1.317905
15, 7.934110, 1.312706
16, 7.003080, 1.296311
17, 6.159040, 1.284826
18, 5.478640, 1.251432
19, 4.802680, 1.204435
20, 4.311160, 1.333059
21, 3.880500, 1.276422
22, 3.402300, 1.259544
23, 3.020370, 1.056096
24, 2.734200, 1.186596
25, 2.468440, 1.103358
26, 2.183900, 1.124560
27, 1.962040, 1.097174
28, 1.741710, 1.009520
29, 1.580200, 1.120479
30, 1.377780, 0.900089
31, 1.262960, 0.981814
32, 1.151470, 0.958655
33, 1.044630, 1.060459
34, 0.932360, 0.958064
35, 0.920710, 0.837190
36, 0.945290, 0.982043
37, 0.912670, 0.877090
38, 0.889270, 0.801595
39, 0.898630, 0.853891
40, 0.877680, 0.807497
41, 0.872860, 0.783108
42, 0.848920, 0.653344
43, 0.831650, 0.580772
44, 0.841540, 0.772020
45, 0.845750, 0.604930
46, 0.808580, 0.564755
47, 0.815490, 0.575672
48, 0.812110, 0.600617
49, 0.790600, 0.512848
50, 0.801390, 0.546336
51, 0.782530, 0.461027
52, 0.783970, 0.489994
53, 0.771080, 0.426676
54, 0.769360, 0.476276
55, 0.760520, 0.395577
56, 0.747410, 0.411859
57, 0.758300, 0.419860
58, 0.737890, 0.338821
59, 0.737830, 0.329008
60, 0.729500, 0.299149
61, 0.737130, 0.297129
62, 0.731630, 0.299068
63, 0.725390, 0.275115
64, 0.730700, 0.283817
65, 0.719630, 0.288459
66, 0.719870, 0.295528
67, 0.711550, 0.250417
68, 0.705880, 0.251217
69, 0.707950, 0.218797
70, 0.709140, 0.223060
71, 0.709890, 0.216256
72, 0.701680, 0.236015
73, 0.693760, 0.193441
74, 0.696480, 0.181475
75, 0.693040, 0.147137
76, 0.692130, 0.172011
77, 0.676080, 0.131769
78, 0.674950, 0.162475
79, 0.668300, 0.117089
80, 0.653750, 0.129734
81, 0.651330, 0.126318
82, 0.641660, 0.137001
83, 0.639450, 0.152146
84, 0.627650, 0.098297
85, 0.624110, 0.130041
86, 0.610020, 0.078703
87, 0.606980, 0.093267
88, 0.603040, 0.077875
89, 0.600270, 0.077281
90, 0.601100, 0.084384
91, 0.599640, 0.077742
92, 0.600600, 0.078701
93, 0.597460, 0.079980
94, 0.600730, 0.091411
95, 0.601180, 0.089319
96, 0.596460, 0.073710
97, 0.597340, 0.073210
98, 0.596060, 0.066305
99, 0.595410, 0.063654
100, 0.593680, 0.052666
101, 0.597250, 0.087306
102, 0.599550, 0.111396
103, 0.592280, 0.045882
104, 0.594980, 0.081330
105, 0.594420, 0.056056
106, 0.594380, 0.061572
107, 0.595910, 0.096095
108, 0.595970, 0.067868
109, 0.594270, 0.079458
110, 0.591020, 0.044589
111, 0.592260, 0.061423
112, 0.592330, 0.054048
113, 0.592030, 0.069731
114, 0.591550, 0.064194
115, 0.589410, 0.042004
116, 0.589990, 0.052697
117, 0.589210, 0.035932
118, 0.589340, 0.043786
119, 0.589320, 0.045513
120, 0.589450, 0.052924
121, 0.586360, 0.040454
122, 0.590500, 0.054988
123, 0.586720, 0.044092
124, 0.588030, 0.036722
125, 0.586570, 0.041805
126, 0.587250, 0.033262
127, 0.586350, 0.038811
128, 0.586090, 0.037834
129, 0.586980, 0.030264
130, 0.586840, 0.033479
131, 0.585110, 0.029967
132, 0.582740, 0.018007
133, 0.582890, 0.016467
134, 0.583880, 0.018589
135, 0.584760, 0.023876
136, 0.583030, 0.012846
137, 0.582830, 0.014333
138, 0.583110, 0.013570
139, 0.582080, 0.013594
140, 0.582630, 0.010152
141, 0.580610, 0.010386
142, 0.581060, 0.008737
143, 0.581720, 0.011124
144, 0.582400, 0.011713
145, 0.581940, 0.010887
146, 0.581810, 0.010860
147, 0.582540, 0.010462
148, 0.581700, 0.011508
149, 0.582590, 0.011667
150, 0.581630, 0.011758
151, 0.580400, 0.010574
152, 0.580670, 0.010283
153, 0.581050, 0.010692
154, 0.581900, 0.011990
155, 0.581480, 0.011534
156, 0.581310, 0.011899
157, 0.580910, 0.010173
158, 0.580760, 0.011799
159, 0.580980, 0.010482
160, 0.581080, 0.013033
161, 0.581000, 0.010855
162, 0.579450, 0.010476
163, 0.580630, 0.012991
164, 0.579810, 0.010655
165, 0.579360, 0.009568
166, 0.580730, 0.011326
167, 0.580510, 0.011192
168, 0.580420, 0.010709
169, 0.579500, 0.010338
170, 0.579370, 0.010099
171, 0.581230, 0.013574
172, 0.580600, 0.010773
173, 0.579060, 0.009262
174, 0.579050, 0.008322
175, 0.578360, 0.008957
176, 0.578390, 0.008860
177, 0.580180, 0.008578
178, 0.577700, 0.007618
179, 0.579570, 0.008755
180, 0.577990, 0.008125
181, 0.578360, 0.008325
182, 0.578360, 0.008179
183, 0.579390, 0.010219
184, 0.578960, 0.008669
185, 0.577650, 0.007845
186, 0.579590, 0.011771
187, 0.578190, 0.007248
188, 0.577950, 0.008422
189, 0.578040, 0.008196
190, 0.579850, 0.009170
191, 0.577680, 0.007768
192, 0.577730, 0.008244
193, 0.577490, 0.009259
194, 0.577580, 0.008953
195, 0.578400, 0.009068
196, 0.577120, 0.008971
197, 0.577840, 0.008052
198, 0.577530, 0.008148
199, 0.577100, 0.009532
200, 0.578450, 0.011578
201, 0.577120, 0.009040
202, 0.577490, 0.009917
203, 0.576840, 0.007919
204, 0.577970, 0.008709
205, 0.577580, 0.007937
206, 0.577950, 0.007987
207, 0.576280, 0.008607
208, 0.577580, 0.009441
209, 0.577640, 0.008815
210, 0.576210, 0.008115
211, 0.577770, 0.008229
212, 0.577790, 0.008590
213, 0.576790, 0.007663
214, 0.577330, 0.009532
215, 0.575610, 0.007232
216, 0.577240, 0.008265
217, 0.577580, 0.009823
218, 0.577200, 0.009167
219, 0.577250, 0.008798
220, 0.577190, 0.007966
221, 0.576270, 0.009120
222, 0.576490, 0.008778
223, 0.576510, 0.007318
224, 0.576320, 0.008173
225, 0.577970, 0.007469
226, 0.575780, 0.008534
227, 0.576460, 0.008113
228, 0.576950, 0.008850
229, 0.576260, 0.010056
230, 0.576140, 0.007208
231, 0.576370, 0.009113
232, 0.576810, 0.008387
233, 0.577770, 0.009349
234, 0.575870, 0.008385
235, 0.576620, 0.007234
236, 0.576410, 0.008593
237, 0.576030, 0.008903
238, 0.576430, 0.008633
239, 0.576140, 0.007758
240, 0.576520, 0.007813
241, 0.575600, 0.007810
242, 0.577210, 0.011642
243, 0.576510, 0.009364
244, 0.576630, 0.007849
245, 0.576250, 0.008210
246, 0.577490, 0.008929
247, 0.575220, 0.007973
248, 0.575210, 0.007587
249, 0.576500, 0.008416
250, 0.575760, 0.008735
251, 0.575890, 0.007667
252, 0.576430, 0.008423
253, 0.576010, 0.007524
254, 0.574640, 0.007640
255, 0.577080, 0.010838
256, 0.575970, 0.008109
257, 0.576690, 0.009087
258, 0.576730, 0.008877
259, 0.575860, 0.008304
260, 0.574930, 0.007598
261, 0.575290, 0.008007
262, 0.574700, 0.007714
263, 0.575840, 0.008533
264, 0.576330, 0.011284
265, 0.575560, 0.007726
266, 0.576100, 0.009589
267, 0.575670, 0.008673
268, 0.575800, 0.009332
269, 0.574760, 0.007655
270, 0.575240, 0.007851
271, 0.575850, 0.009591
272, 0.575550, 0.007933
273, 0.575560, 0.008160
274, 0.575140, 0.008709
275, 0.575710, 0.007315
276, 0.574690, 0.008369
277, 0.575260, 0.008753
278, 0.575410, 0.007746
279, 0.574860, 0.008193
280, 0.574230, 0.007384
281, 0.575170, 0.008128
282, 0.576380, 0.008088
283, 0.575450, 0.008506
284, 0.574770, 0.008608
285, 0.575630, 0.009048
286, 0.575120, 0.009904
287, 0.575890, 0.008495
288, 0.576030, 0.008295
289, 0.574270, 0.009237
290, 0.575360, 0.009161
291, 0.575110, 0.008051
292, 0.574640, 0.008226
293, 0.574060, 0.007084
294, 0.575800, 0.007990
295, 0.574300, 0.007974
296, 0.574090, 0.008397
297, 0.575030, 0.007703
298, 0.573780, 0.007513
299, 0.574490, 0.009113
300, 0.574460, 0.008474
301, 0.574870, 0.008727
302, 0.574270, 0.007164
303, 0.574680, 0.009328
304, 0.575620, 0.008083
305, 0.575050, 0.007876
306, 0.574290, 0.008499
307, 0.574380, 0.008233
308, 0.574980, 0.009815
309, 0.574530, 0.007357
310, 0.574070, 0.008495
311, 0.574680, 0.007564
312, 0.573670, 0.007254
313, 0.574940, 0.009486
314, 0.573800, 0.009028
315, 0.573510, 0.008491
316, 0.575030, 0.009815
317, 0.573820, 0.008127
318, 0.573960, 0.007613
319, 0.574370, 0.007681
320, 0.573490, 0.008439
321, 0.574450, 0.007719
322, 0.574770, 0.007685
323, 0.573140, 0.008922
324, 0.573840, 0.008553
325, 0.575070, 0.011083
326, 0.573420, 0.007832
327, 0.573670, 0.007805
328, 0.573710, 0.007989
329, 0.574830, 0.008571
330, 0.573950, 0.007464
331, 0.573750, 0.007928
332, 0.573080, 0.008016
333, 0.573940, 0.010439
334, 0.572950, 0.007804
335, 0.574840, 0.008507
336, 0.574160, 0.008764
337, 0.574240, 0.007934
338, 0.573830, 0.008484
339, 0.574590, 0.010305
340, 0.573120, 0.008131
341, 0.572040, 0.007466
342, 0.573270, 0.009610
343, 0.573110, 0.008190
344, 0.572680, 0.007593
345, 0.572950, 0.009248
346, 0.572540, 0.007388
347, 0.573650, 0.007728
348, 0.572960, 0.007695
349, 0.572850, 0.007661
350, 0.573280, 0.007817
351, 0.573140, 0.008198
352, 0.573750, 0.008422
353, 0.573100, 0.007257
354, 0.574030, 0.008997
355, 0.571640, 0.008199
356, 0.572850, 0.007993
357, 0.573090, 0.009447
358, 0.573220, 0.008542
359, 0.572460, 0.008781
360, 0.573410, 0.010014
361, 0.573600, 0.008419
362, 0.571860, 0.007989
363, 0.572920, 0.007835
364, 0.572380, 0.008442
365, 0.572680, 0.008894
366, 0.572700, 0.008131
367, 0.571730, 0.008021
368, 0.572240, 0.008712
369, 0.572210, 0.007706
370, 0.572900, 0.008231
371, 0.573530, 0.009807
372, 0.572060, 0.008473
373, 0.572950, 0.009357
374, 0.572910, 0.008510
375, 0.571660, 0.007658
376, 0.571750, 0.007065
377, 0.572010, 0.008042
378, 0.572430, 0.007211
379, 0.571290, 0.008219
380, 0.572020, 0.008423
381, 0.572610, 0.008042
382, 0.572720, 0.008601
383, 0.572730, 0.009298
384, 0.572270, 0.009120
385, 0.572190, 0.008088
386, 0.572290, 0.008260
387, 0.572640, 0.007337
388, 0.572360, 0.006871
389, 0.572500, 0.008519
390, 0.571780, 0.008111
391, 0.571620, 0.007412
392, 0.570760, 0.009355
