Container_size, 67108864,key_space, 296068
request bin, mean_latency, sd
0, 34.693170, 1.746539
1, 19.797160, 0.892367
2, 13.593720, 0.768875
3, 9.942350, 0.809545
4, 7.458640, 0.783454
5, 5.645970, 0.852438
6, 4.307940, 0.876968
7, 3.384800, 0.862828
8, 2.670030, 0.824255
9, 2.136980, 0.779091
10, 1.769960, 0.763166
11, 1.472760, 0.803774
12, 1.249260, 0.674075
13, 1.090610, 0.633537
14, 0.948280, 0.553778
15, 0.857420, 0.560618
16, 0.783470, 0.545785
17, 0.729660, 0.489078
18, 0.685910, 0.477254
19, 0.660030, 0.428941
20, 0.621480, 0.414459
21, 0.607320, 0.408576
22, 0.590100, 0.348595
23, 0.577540, 0.337930
24, 0.552790, 0.273318
25, 0.550500, 0.292825
26, 0.538340, 0.280093
27, 0.527200, 0.247545
28, 0.519140, 0.245441
29, 0.509500, 0.230585
30, 0.503340, 0.191287
31, 0.495620, 0.147891
32, 0.486710, 0.148997
33, 0.494130, 0.171563
34, 0.486380, 0.160110
35, 0.482340, 0.135860
36, 0.477850, 0.126131
37, 0.477140, 0.129581
38, 0.475500, 0.130475
39, 0.467600, 0.100951
40, 0.465050, 0.096470
41, 0.463550, 0.084936
42, 0.465440, 0.095932
43, 0.462980, 0.092520
44, 0.461330, 0.074568
45, 0.460080, 0.086712
46, 0.454360, 0.060443
47, 0.453190, 0.059618
48, 0.455080, 0.078494
49, 0.452920, 0.064358
50, 0.450980, 0.056343
51, 0.450580, 0.041933
52, 0.449990, 0.053875
53, 0.449590, 0.054660
54, 0.446340, 0.040273
55, 0.445160, 0.042160
56, 0.443470, 0.048106
57, 0.441430, 0.031379
58, 0.441110, 0.036472
59, 0.441120, 0.035484
60, 0.440230, 0.035246
61, 0.437750, 0.027819
62, 0.437680, 0.028739
63, 0.437360, 0.026355
64, 0.435230, 0.023841
65, 0.436600, 0.023746
66, 0.436150, 0.027785
67, 0.434460, 0.029853
68, 0.433980, 0.026454
69, 0.432570, 0.025518
70, 0.431750, 0.021821
71, 0.430850, 0.024394
72, 0.432050, 0.025897
73, 0.432400, 0.027509
74, 0.429880, 0.022284
75, 0.427970, 0.020296
76, 0.428180, 0.018456
77, 0.428270, 0.022902
78, 0.426810, 0.022317
79, 0.428480, 0.024741
80, 0.426070, 0.018429
81, 0.425870, 0.020243
82, 0.425520, 0.019585
83, 0.424860, 0.019947
84, 0.425430, 0.022177
85, 0.424790, 0.024609
86, 0.422830, 0.014506
87, 0.424510, 0.019815
88, 0.422740, 0.016054
89, 0.425710, 0.022572
90, 0.423620, 0.017840
91, 0.421610, 0.023365
92, 0.422210, 0.019236
93, 0.420720, 0.015947
94, 0.420680, 0.016055
95, 0.419820, 0.018703
96, 0.419650, 0.022134
97, 0.421180, 0.021297
98, 0.419420, 0.021969
99, 0.418640, 0.015839
100, 0.418150, 0.014026
101, 0.418270, 0.014856
102, 0.418130, 0.014618
103, 0.418980, 0.017623
104, 0.419020, 0.020729
105, 0.416590, 0.012932
106, 0.416550, 0.014487
107, 0.417640, 0.017214
108, 0.418110, 0.018635
109, 0.415460, 0.014095
110, 0.415190, 0.013626
111, 0.416270, 0.017286
112, 0.416270, 0.015768
113, 0.414580, 0.014363
114, 0.415210, 0.016660
115, 0.416780, 0.017764
116, 0.413740, 0.014403
117, 0.415070, 0.015926
118, 0.413980, 0.015385
119, 0.413780, 0.015169
120, 0.413330, 0.012859
121, 0.413440, 0.015637
122, 0.414810, 0.021011
123, 0.414300, 0.018309
124, 0.415180, 0.018560
125, 0.412530, 0.013328
126, 0.412830, 0.015188
127, 0.412790, 0.015179
128, 0.412690, 0.016510
129, 0.413440, 0.016005
130, 0.411840, 0.013294
131, 0.411590, 0.014589
132, 0.412590, 0.015572
133, 0.412170, 0.020507
134, 0.410810, 0.013867
135, 0.412280, 0.016256
136, 0.413480, 0.018736
137, 0.410510, 0.014494
138, 0.411510, 0.015790
139, 0.411300, 0.016813
140, 0.411100, 0.015669
141, 0.411520, 0.016598
142, 0.410080, 0.013416
143, 0.410610, 0.016620
144, 0.410550, 0.015964
145, 0.410500, 0.014970
146, 0.410480, 0.015834
147, 0.410740, 0.014881
148, 0.410190, 0.015669
149, 0.410620, 0.016722
150, 0.408960, 0.013784
151, 0.410090, 0.015789
152, 0.409430, 0.014268
153, 0.409170, 0.014044
154, 0.410920, 0.017111
155, 0.409660, 0.015017
156, 0.409260, 0.014501
157, 0.409570, 0.014992
158, 0.409660, 0.016295
159, 0.409540, 0.015129
160, 0.410090, 0.017165
161, 0.409380, 0.014969
162, 0.408450, 0.013569
163, 0.409890, 0.017436
164, 0.409890, 0.016154
165, 0.408830, 0.014632
166, 0.409600, 0.017126
167, 0.407570, 0.013806
168, 0.408440, 0.015570
169, 0.408070, 0.014603
170, 0.408240, 0.014426
171, 0.408660, 0.016600
172, 0.408560, 0.015737
173, 0.408430, 0.016603
174, 0.409020, 0.017713
175, 0.407680, 0.013926
176, 0.409160, 0.016850
177, 0.407730, 0.013518
178, 0.407780, 0.015126
179, 0.409860, 0.019721
180, 0.407550, 0.013791
181, 0.408610, 0.017399
182, 0.408690, 0.017865
183, 0.407200, 0.015107
184, 0.407450, 0.014512
185, 0.407010, 0.013653
186, 0.407720, 0.016153
187, 0.407740, 0.014359
188, 0.408090, 0.015333
189, 0.407030, 0.015126
190, 0.408880, 0.017604
191, 0.406630, 0.014569
192, 0.407380, 0.014799
193, 0.408490, 0.017061
194, 0.407400, 0.014547
195, 0.407250, 0.013515
196, 0.408380, 0.016803
197, 0.407230, 0.015184
198, 0.407010, 0.013501
199, 0.408610, 0.017334
200, 0.407770, 0.015005
201, 0.407650, 0.016253
202, 0.407080, 0.014623
203, 0.407640, 0.015956
204, 0.407740, 0.016555
205, 0.407630, 0.014933
206, 0.407790, 0.016279
207, 0.406960, 0.015555
208, 0.406830, 0.013408
209, 0.406490, 0.014829
210, 0.407990, 0.017624
211, 0.407470, 0.016814
212, 0.406570, 0.014977
213, 0.407080, 0.013761
214, 0.406370, 0.014234
215, 0.406170, 0.013637
216, 0.406640, 0.014196
217, 0.407540, 0.016613
218, 0.408030, 0.023277
219, 0.406740, 0.014686
220, 0.407070, 0.015128
221, 0.406540, 0.014388
222, 0.406090, 0.013949
223, 0.407440, 0.015675
224, 0.406320, 0.014213
225, 0.407190, 0.019927
226, 0.406580, 0.014502
227, 0.406210, 0.014593
228, 0.406770, 0.013380
229, 0.406170, 0.014923
230, 0.406170, 0.013825
231, 0.405800, 0.014201
232, 0.406010, 0.014402
233, 0.407490, 0.015311
234, 0.406720, 0.015861
235, 0.406670, 0.013830
236, 0.406490, 0.015208
237, 0.405730, 0.014399
238, 0.406060, 0.013404
239, 0.406080, 0.015088
240, 0.406270, 0.013802
241, 0.407290, 0.016791
242, 0.408080, 0.018876
243, 0.408740, 0.018650
244, 0.407250, 0.017695
245, 0.406540, 0.013729
246, 0.406140, 0.014520
247, 0.406790, 0.016621
248, 0.406400, 0.014045
249, 0.407130, 0.017579
250, 0.406230, 0.013785
251, 0.406450, 0.014839
252, 0.405730, 0.014159
253, 0.406560, 0.013569
254, 0.406120, 0.014854
255, 0.406780, 0.014013
256, 0.406540, 0.016470
257, 0.406680, 0.014816
258, 0.406680, 0.016301
259, 0.406650, 0.015007
260, 0.405670, 0.013745
261, 0.406660, 0.017280
262, 0.406250, 0.014929
263, 0.406760, 0.013558
264, 0.405870, 0.014970
265, 0.406450, 0.015656
266, 0.406520, 0.015521
267, 0.405940, 0.014842
268, 0.405790, 0.013839
269, 0.406850, 0.017556
270, 0.407010, 0.015703
271, 0.405380, 0.014499
272, 0.405790, 0.014258
273, 0.405750, 0.014106
274, 0.406870, 0.016825
275, 0.406260, 0.014117
276, 0.405780, 0.014526
277, 0.407480, 0.017063
278, 0.406680, 0.014856
279, 0.406120, 0.014774
280, 0.405910, 0.014027
281, 0.405980, 0.014857
282, 0.405830, 0.014809
283, 0.405410, 0.013835
284, 0.406500, 0.017277
285, 0.405780, 0.013693
286, 0.405460, 0.015093
287, 0.407540, 0.018477
288, 0.406150, 0.013839
289, 0.406610, 0.016599
290, 0.407160, 0.016859
291, 0.406020, 0.014558
292, 0.408090, 0.017871
293, 0.406090, 0.014007
294, 0.405650, 0.014733
295, 0.406100, 0.014035
296, 0.406140, 0.014561
297, 0.406200, 0.015781
298, 0.405970, 0.013942
299, 0.405850, 0.015131
300, 0.406120, 0.014378
301, 0.406390, 0.016022
302, 0.405830, 0.015008
303, 0.405940, 0.013311
304, 0.406330, 0.016808
305, 0.405810, 0.013304
306, 0.406760, 0.015866
307, 0.406440, 0.016616
308, 0.406280, 0.013872
309, 0.405730, 0.014719
310, 0.406110, 0.014235
311, 0.406710, 0.017531
312, 0.405840, 0.014450
313, 0.406130, 0.013436
314, 0.406270, 0.017508
315, 0.406760, 0.015416
316, 0.405500, 0.014895
317, 0.406010, 0.014318
318, 0.405950, 0.013979
319, 0.406300, 0.015461
320, 0.406940, 0.016373
321, 0.405350, 0.014627
322, 0.406500, 0.016150
323, 0.405790, 0.013799
324, 0.406030, 0.014887
325, 0.406280, 0.015321
326, 0.405320, 0.014373
327, 0.405850, 0.014438
328, 0.405690, 0.013902
329, 0.405390, 0.014863
330, 0.406560, 0.016753
331, 0.405490, 0.015203
332, 0.405880, 0.014870
333, 0.405850, 0.013432
334, 0.405960, 0.014573
335, 0.406340, 0.015196
336, 0.407240, 0.018133
337, 0.406350, 0.014969
338, 0.405610, 0.013452
339, 0.406130, 0.015679
340, 0.405390, 0.013335
341, 0.406330, 0.015801
342, 0.405700, 0.014537
343, 0.406420, 0.015162
344, 0.405790, 0.015152
345, 0.405400, 0.013768
346, 0.405220, 0.014624
347, 0.405700, 0.014271
348, 0.405830, 0.013654
349, 0.406050, 0.014729
350, 0.405580, 0.013921
351, 0.406290, 0.016371
352, 0.405300, 0.015008
353, 0.405400, 0.013494
354, 0.406440, 0.015476
355, 0.405450, 0.014475
356, 0.406740, 0.016667
357, 0.405750, 0.014770
358, 0.405330, 0.013788
359, 0.406070, 0.015087
360, 0.406400, 0.015777
361, 0.406090, 0.014425
362, 0.405360, 0.014503
363, 0.405410, 0.013738
364, 0.405950, 0.014837
365, 0.405180, 0.013352
366, 0.405660, 0.015255
367, 0.405710, 0.014547
368, 0.405560, 0.013671
369, 0.405650, 0.014710
370, 0.405080, 0.013707
371, 0.405730, 0.014451
372, 0.405160, 0.014496
373, 0.405290, 0.013967
374, 0.406440, 0.016082
375, 0.405630, 0.013683
376, 0.405120, 0.014556
377, 0.406180, 0.015851
378, 0.405130, 0.013830
379, 0.406030, 0.014977
380, 0.406770, 0.016327
381, 0.405200, 0.013795
382, 0.405440, 0.014245
383, 0.405430, 0.013464
384, 0.405280, 0.014413
385, 0.405550, 0.014747
386, 0.405200, 0.014148
387, 0.405230, 0.014727
388, 0.405300, 0.014160
389, 0.405390, 0.014834
390, 0.405750, 0.014770
391, 0.405370, 0.013778
392, 0.405760, 0.014319
393, 0.405390, 0.013643
394, 0.404800, 0.014697
395, 0.406560, 0.016965
396, 0.405120, 0.014156
397, 0.404990, 0.014790
398, 0.405070, 0.013825
399, 0.405150, 0.014845
400, 0.405590, 0.014208
401, 0.405160, 0.014043
402, 0.405790, 0.014522
403, 0.406650, 0.016591
404, 0.406290, 0.017266
405, 0.405360, 0.014376
406, 0.405730, 0.014019
407, 0.405320, 0.014719
408, 0.405150, 0.013873
409, 0.406060, 0.015064
410, 0.405200, 0.014630
411, 0.405560, 0.014040
412, 0.405240, 0.014990
413, 0.405420, 0.013457
414, 0.405250, 0.014422
415, 0.406260, 0.015980
416, 0.405380, 0.013706
417, 0.405440, 0.014377
418, 0.405070, 0.013944
419, 0.404990, 0.014990
420, 0.406320, 0.016834
421, 0.405740, 0.013384
422, 0.405860, 0.014401
423, 0.405650, 0.013701
424, 0.405100, 0.014588
425, 0.404780, 0.014677
426, 0.405650, 0.014105
427, 0.405210, 0.014923
428, 0.405240, 0.013663
429, 0.405870, 0.014629
430, 0.405370, 0.014405
431, 0.405050, 0.013800
432, 0.405250, 0.015111
433, 0.406310, 0.016643
434, 0.405750, 0.014898
435, 0.405760, 0.014469
436, 0.404990, 0.013992
437, 0.405510, 0.014338
438, 0.405060, 0.014067
439, 0.405290, 0.015471
440, 0.404860, 0.014143
441, 0.405570, 0.014395
442, 0.405460, 0.014488
443, 0.406020, 0.016801
444, 0.405040, 0.014790
445, 0.405270, 0.014633
446, 0.405580, 0.013692
447, 0.405310, 0.014873
448, 0.405070, 0.013880
449, 0.405740, 0.014578
450, 0.405180, 0.014415
451, 0.405670, 0.013827
452, 0.405120, 0.014004
453, 0.405190, 0.013818
454, 0.405200, 0.014527
455, 0.405210, 0.015077
456, 0.405230, 0.014000
457, 0.405000, 0.014668
458, 0.405410, 0.013871
459, 0.405520, 0.014666
460, 0.405150, 0.014443
461, 0.405570, 0.013907
462, 0.405480, 0.014825
463, 0.405420, 0.014498
464, 0.404790, 0.014835
465, 0.405590, 0.014557
466, 0.404600, 0.013900
467, 0.405360, 0.014839
468, 0.405440, 0.014232
469, 0.404630, 0.014739
470, 0.405280, 0.015012
471, 0.405030, 0.014171
472, 0.405470, 0.014488
