Container_size, 16777216,key_space, 74017
request bin, mean_latency, sd
0, 19.254470, 0.909521
1, 5.013770, 0.781680
2, 1.881680, 0.689155
3, 0.953260, 0.709227
4, 0.626660, 0.501991
5, 0.514480, 0.378890
6, 0.462850, 0.237219
7, 0.437740, 0.188874
8, 0.422180, 0.149062
9, 0.415040, 0.130068
10, 0.399250, 0.075028
11, 0.399950, 0.063877
12, 0.392310, 0.045339
13, 0.389790, 0.046783
14, 0.387760, 0.037711
15, 0.382390, 0.035446
16, 0.379760, 0.029535
17, 0.378600, 0.021364
18, 0.376010, 0.028148
19, 0.371620, 0.017620
20, 0.369240, 0.012886
21, 0.371010, 0.017183
22, 0.366330, 0.010288
23, 0.364900, 0.008843
24, 0.368610, 0.019545
25, 0.364720, 0.016484
26, 0.362910, 0.013565
27, 0.362130, 0.017282
28, 0.363230, 0.017097
29, 0.360040, 0.017050
30, 0.358000, 0.010781
31, 0.357300, 0.012825
32, 0.356780, 0.014269
33, 0.356790, 0.013939
34, 0.357110, 0.015189
35, 0.354780, 0.013206
36, 0.352400, 0.010661
37, 0.352770, 0.012714
38, 0.351680, 0.012101
39, 0.351080, 0.012269
40, 0.350280, 0.012275
41, 0.349140, 0.010151
42, 0.348990, 0.010204
43, 0.348490, 0.014968
44, 0.348060, 0.012266
45, 0.346280, 0.008160
46, 0.347160, 0.011973
47, 0.346380, 0.011264
48, 0.345590, 0.010865
49, 0.345030, 0.011032
50, 0.344140, 0.013469
51, 0.344460, 0.010981
52, 0.344250, 0.011320
53, 0.342610, 0.009003
54, 0.342900, 0.010303
55, 0.342240, 0.009212
56, 0.343120, 0.012344
57, 0.341750, 0.010425
58, 0.340960, 0.008551
59, 0.340570, 0.008813
60, 0.342100, 0.013080
61, 0.340160, 0.009035
62, 0.340980, 0.011267
63, 0.339530, 0.008941
64, 0.339370, 0.009101
65, 0.339820, 0.009663
66, 0.338830, 0.009037
67, 0.338970, 0.010273
68, 0.338430, 0.009052
69, 0.338080, 0.008729
70, 0.338790, 0.011976
71, 0.338840, 0.011788
72, 0.337900, 0.009952
73, 0.337630, 0.010727
74, 0.337300, 0.008721
75, 0.336520, 0.008590
76, 0.336650, 0.008931
77, 0.336420, 0.008221
78, 0.337320, 0.012098
79, 0.336130, 0.008793
80, 0.337190, 0.011352
81, 0.335950, 0.008999
82, 0.336010, 0.010049
83, 0.335410, 0.009233
84, 0.335410, 0.008494
85, 0.334880, 0.008170
86, 0.336060, 0.010905
87, 0.334620, 0.008229
88, 0.334720, 0.008578
89, 0.335550, 0.010192
90, 0.334350, 0.008027
91, 0.334360, 0.008810
92, 0.334680, 0.009594
93, 0.334080, 0.008743
94, 0.334170, 0.008764
95, 0.333730, 0.008136
96, 0.335080, 0.012314
97, 0.334250, 0.009359
98, 0.334180, 0.010713
99, 0.334070, 0.008350
100, 0.333310, 0.007830
101, 0.333690, 0.008763
102, 0.333740, 0.009892
103, 0.333940, 0.010357
104, 0.333080, 0.008465
105, 0.333020, 0.008096
106, 0.333240, 0.008785
107, 0.332800, 0.008042
108, 0.333500, 0.010106
109, 0.333340, 0.010479
110, 0.332820, 0.007938
111, 0.332910, 0.008710
112, 0.332380, 0.007721
113, 0.332620, 0.008368
114, 0.332560, 0.008801
115, 0.332220, 0.008143
116, 0.332380, 0.009060
117, 0.332610, 0.007995
118, 0.332000, 0.008658
119, 0.332260, 0.008478
120, 0.332080, 0.007752
121, 0.332130, 0.008517
122, 0.332250, 0.007789
123, 0.331920, 0.008363
124, 0.332560, 0.010254
125, 0.332130, 0.007638
126, 0.331970, 0.008988
127, 0.331870, 0.007665
128, 0.331980, 0.008167
129, 0.332410, 0.008537
130, 0.331960, 0.007664
131, 0.331760, 0.008767
132, 0.331880, 0.007616
133, 0.331600, 0.008486
134, 0.331900, 0.008173
135, 0.331730, 0.007975
136, 0.332130, 0.010715
137, 0.331850, 0.007649
138, 0.331520, 0.008500
139, 0.331750, 0.008131
140, 0.331600, 0.007777
141, 0.331650, 0.008037
142, 0.332030, 0.009830
143, 0.331250, 0.008414
144, 0.332340, 0.010319
145, 0.330990, 0.007536
146, 0.331570, 0.008784
147, 0.331360, 0.007704
148, 0.331290, 0.008211
149, 0.331580, 0.008480
150, 0.331290, 0.007492
151, 0.331140, 0.008424
152, 0.331530, 0.007433
153, 0.331310, 0.008448
154, 0.331130, 0.008594
155, 0.331260, 0.007577
156, 0.331260, 0.008480
157, 0.331010, 0.007296
158, 0.331370, 0.008433
159, 0.331110, 0.008183
160, 0.331440, 0.007657
161, 0.331130, 0.008133
162, 0.330980, 0.007675
163, 0.331050, 0.008235
164, 0.331170, 0.008374
165, 0.331080, 0.007760
166, 0.330980, 0.008217
167, 0.331030, 0.007710
168, 0.331050, 0.008340
169, 0.330950, 0.008057
170, 0.331070, 0.007316
171, 0.330800, 0.008269
172, 0.330840, 0.007351
173, 0.331270, 0.008120
174, 0.331070, 0.008536
175, 0.331100, 0.007590
176, 0.330840, 0.008583
177, 0.330980, 0.007395
178, 0.330930, 0.008161
179, 0.330750, 0.007745
180, 0.330840, 0.007444
181, 0.331060, 0.008275
182, 0.330780, 0.007421
183, 0.330980, 0.008083
184, 0.330890, 0.008316
185, 0.331040, 0.007543
186, 0.331050, 0.008404
187, 0.330730, 0.007130
188, 0.331150, 0.007883
189, 0.330780, 0.007833
190, 0.330880, 0.007631
191, 0.330850, 0.008121
192, 0.330590, 0.007584
193, 0.331010, 0.008148
194, 0.330720, 0.008251
195, 0.330960, 0.007365
196, 0.331050, 0.008055
197, 0.330970, 0.007581
198, 0.330980, 0.008427
199, 0.330660, 0.008146
