Container_size, 2097152,key_space, 9252
request bin, mean_latency, sd
0, 3.649970, 0.445403
1, 0.344220, 0.067815
2, 0.328170, 0.025145
3, 0.325910, 0.023131
4, 0.323240, 0.022478
5, 0.318820, 0.016390
6, 0.316020, 0.012469
7, 0.315880, 0.012440
8, 0.316890, 0.013471
9, 0.317880, 0.015769
10, 0.315390, 0.011493
11, 0.316560, 0.013879
12, 0.314730, 0.008464
13, 0.314460, 0.008248
14, 0.315050, 0.010623
15, 0.314160, 0.007792
16, 0.313720, 0.005896
17, 0.314210, 0.005641
18, 0.313890, 0.005723
19, 0.313640, 0.005840
20, 0.314150, 0.007608
21, 0.313650, 0.005923
22, 0.313510, 0.005471
23, 0.313660, 0.005927
24, 0.313520, 0.005895
25, 0.313560, 0.005529
26, 0.313560, 0.005933
27, 0.313210, 0.005375
28, 0.313500, 0.005782
29, 0.313450, 0.005866
30, 0.313610, 0.005346
31, 0.313440, 0.005959
32, 0.313400, 0.005385
33, 0.313700, 0.005804
34, 0.313490, 0.005700
35, 0.313510, 0.005255
36, 0.313550, 0.006022
37, 0.313290, 0.005518
38, 0.313410, 0.005766
39, 0.313350, 0.005950
40, 0.313190, 0.005118
41, 0.313420, 0.005862
42, 0.313550, 0.005231
43, 0.313650, 0.005738
44, 0.313470, 0.005806
45, 0.313450, 0.005226
46, 0.313500, 0.005735
47, 0.313320, 0.005267
48, 0.313510, 0.006061
49, 0.313430, 0.005664
50, 0.313440, 0.005719
51, 0.313340, 0.006025
52, 0.313460, 0.005406
53, 0.313450, 0.005804
54, 0.313490, 0.005693
55, 0.313830, 0.005256
56, 0.313670, 0.005850
57, 0.313340, 0.005450
58, 0.313500, 0.005747
59, 0.313610, 0.005841
60, 0.313310, 0.005458
61, 0.313680, 0.005737
62, 0.313110, 0.005342
63, 0.313710, 0.005867
64, 0.313240, 0.005766
65, 0.313830, 0.005324
66, 0.313810, 0.006169
67, 0.313350, 0.005189
68, 0.313910, 0.005913
69, 0.313440, 0.005802
70, 0.313320, 0.005229
71, 0.313520, 0.005987
